event_id,campaign_id,lead_id,event_type,event_date,channel,subscription_id
df3b0495-8030-4747-ac27-c4ca1ae92850,60,2547,click,2020-01-22 15:39:11.156058,social media,
5279d84f-0a51-4cfc-a2a9-b7123e148c34,28,7804,click,2023-06-28 09:02:05.216157,paid search,
21ebb693-c9ab-4a39-a112-a84dba5c52de,30,217,click,2017-08-06 16:24:57.467511,social media,
1d2ae6ec-78d4-495a-9c2d-1dc7c0e447b9,91,6330,click,2019-05-17 14:33:06.758479,referral,
901e86d1-17d9-4f7a-9722-315f799779ee,84,5708,click,2022-06-25 09:05:42.998123,paid search,
1324541e-6ef8-4106-8d30-3f6b50a1b2a3,4,4445,click,2019-01-30 13:54:22.051091,referral,
81aadebb-7c7b-4ccc-9a39-ba8a8a9019d7,3,1771,click,2013-03-13 21:47:01.065231,paid search,
ac81ed2f-3d01-4e6f-b8aa-e2290ecf8a4c,2,409,click,2024-05-06 09:39:52.249273,referral,
afaa09a3-c82d-4255-9284-1b4196adf3f8,62,2703,click,2017-10-19 15:40:32.570744,social media,
4a2147a9-eea5-44aa-bba9-0a066d15dbdc,23,6230,click,2014-10-10 18:53:32.626866,social media,
9f51ee9d-5ddd-42e8-9ae6-9fb8f4e41dbe,89,6815,click,2022-06-16 17:32:20.450657,paid search,
65074f61-876c-48e0-8962-631fd562e834,30,1121,click,2017-07-31 09:26:37.475818,paid search,
dc4eaf52-faf1-4394-9c26-c09acc798ad5,85,3259,click,2022-08-30 07:04:55.717321,referral,
e6f2e129-0f8c-48dc-989c-fc2f64e079f8,31,649,click,2022-12-21 18:40:10.708692,paid search,
9506a2b2-7963-49d1-ba5f-32a552877c28,23,3972,click,2014-09-18 11:29:13.026890,referral,
a6916f2d-4c42-4b72-a704-656554561273,59,3959,click,2015-07-03 03:42:12.001138,paid search,
6145f3c6-07b7-4d50-8ba7-9294634bde56,56,1186,click,2022-12-18 05:44:06.233602,paid search,
69a3a4d8-a28f-47fb-9565-70227cb3d9e7,64,846,click,2021-08-24 03:45:21.060335,paid search,
92a7486c-26d0-4b0d-91a2-da4158498cbc,6,2953,click,2013-10-24 19:16:13.831625,social media,
fa9a6878-2119-4362-8668-8901cd48756a,100,7015,click,2018-09-17 08:26:05.301892,referral,
15912914-6e5a-4767-bb32-2ea76329b888,64,6443,click,2021-08-11 04:10:02.782287,social media,
8c0c4eee-93b6-401a-8ce2-9dde03984242,81,7498,click,2017-12-25 23:37:27.240274,paid search,
43762675-daca-47f1-bbef-aba07066e931,1,4239,click,2019-09-26 14:04:44.853276,referral,
4eaac325-3b59-4624-bb92-a54fdb755e07,32,1068,click,2017-08-16 11:48:54.632486,social media,
9201e863-74b8-4fa6-9b9e-4cc35d287cad,15,726,click,2024-02-29 03:23:33.791479,referral,
f4f8a047-e7b7-4c10-afa5-624fbaf0bf98,72,5979,click,2024-02-05 00:11:53.779188,referral,
b635a7dd-d19e-45af-9285-39978ee58f53,48,1367,click,2021-07-15 03:18:15.088411,referral,
8594add4-daaa-4893-91f4-b295c46ec75e,76,6548,click,2019-01-30 21:46:31.894331,social media,
e5dfdbee-f70d-4ac7-943d-6afcc69def69,35,5555,click,2013-10-30 00:39:41.165155,social media,
f0b27c97-edf3-4898-9909-887e7b3c5231,75,763,click,2016-07-08 03:03:27.063323,paid search,
b5559aa6-4b24-4e7c-b521-83482d4429c8,41,2975,click,2017-05-26 10:55:04.402019,paid search,
107b7b00-317c-42d2-bb79-fa550f8d9820,51,5713,click,2015-05-17 18:07:44.591098,paid search,
1880608e-a6fd-4580-8866-1b0d891d5a9c,26,76,click,2015-07-09 10:43:19.532560,referral,
799c72ea-4603-4fb3-b201-146828da39b5,51,5632,click,2015-05-24 09:20:12.249486,social media,
e3a3dd5f-3382-42e8-b2d8-e58be2aa6157,69,4341,click,2023-01-10 01:52:11.694688,social media,
90cf8ff7-2f54-438a-bea7-37a507c7034c,65,4331,click,2023-07-25 15:48:24.063985,referral,
be38eefb-1545-4b58-b566-a46166cff82d,34,5788,click,2024-01-03 01:55:05.743662,social media,
6e84da5e-9b8d-4163-816c-b0bcc68a46fd,27,982,click,2022-02-18 13:40:11.184581,paid search,
50b1db4a-0fa0-44ec-9203-40b91ae92462,13,5851,click,2021-04-18 21:34:56.388303,social media,
8ba324ac-1dea-4887-a4ad-b3a4ac3a1409,2,3117,click,2024-04-23 21:44:50.636639,social media,
a39bc5c6-074c-4709-a6dd-0167fb02b36d,58,6990,click,2014-04-02 03:36:07.489048,referral,
d1d5ecd6-489c-4745-9f12-d02690dd6ea3,14,7432,click,2018-12-26 22:38:10.297652,paid search,
54d7197d-d8e2-43a8-9248-eb560c7a5322,44,7591,click,2021-09-13 04:12:16.636621,paid search,
1d158c6a-c671-445f-a859-6ea7551fec40,43,1357,click,2022-04-19 03:14:41.096007,social media,
a06c3ca3-2d5b-4c5f-bbf3-703262e85d04,21,2716,click,2024-04-03 21:28:20.058933,referral,
64876dcf-172a-4cdf-b132-52107c46fe65,65,813,click,2023-07-24 06:56:27.936961,social media,
211e5278-e1ce-4cf9-9d1d-66faa6b287a2,67,4538,click,2018-11-02 22:02:46.820306,social media,
d2ee3cc7-73f0-490a-8481-4a4f6212d5bd,75,3490,click,2016-07-02 18:13:41.779842,referral,
c702fb53-2b84-41af-b32d-e9b97a36953e,29,1895,click,2017-12-02 19:01:11.255223,referral,
8bfb52a4-3f92-4ef2-a4af-70a3b05d6a61,15,2858,click,2024-03-08 00:28:07.942682,referral,
2cec9d24-6840-44aa-8979-ef0ee451da63,5,6294,click,2015-10-09 05:14:40.664015,social media,
1a85fec7-2826-4acc-88a2-664341e33b86,25,766,click,2023-03-29 22:23:27.300831,paid search,
bea9a25b-5286-4da0-8d2c-15300d6c8859,9,3275,click,2019-09-07 10:14:18.903366,social media,
c031a538-00fb-4513-9132-20f407ebc6aa,11,2541,click,2013-06-23 09:16:03.010882,referral,
951e6262-ce63-4007-a569-8228ab998169,98,6790,click,2018-04-21 17:54:29.729611,referral,
90c75312-aa23-45cc-a720-079572a0faba,45,1195,click,2015-02-20 03:07:10.298148,referral,
c8a9cf65-86bc-4e32-961f-7fb67825cf02,57,4109,click,2019-09-27 18:43:18.439641,social media,
da8151ce-a834-4048-9eea-02826b45a59c,95,1293,click,2017-05-24 05:52:44.269118,referral,
d4783b51-fcb9-4c5d-ab8f-4eeec493e946,78,3473,click,2020-04-06 10:27:58.718944,referral,
d2044979-0d95-4642-a379-08c09230ac9a,76,3732,click,2019-01-07 12:37:02.487189,referral,
46ed74cf-b149-4c45-98aa-50c3433e5480,91,5584,click,2019-05-03 00:49:30.028589,referral,
1cd3227f-0b20-43cb-b922-c9d2c5de1088,5,735,click,2015-08-26 12:16:00.424307,paid search,
6c582408-96f5-45ac-ae0b-3ee5abbe7be5,69,6976,click,2022-12-24 21:46:15.538941,paid search,
811b1dfd-8216-4da1-9861-d3523badfa0c,63,1310,click,2017-02-10 09:51:29.542869,social media,
62d05ab4-a6bc-4141-b22a-473d260ef050,92,3952,click,2021-08-15 03:43:41.283765,social media,
bb385867-0d72-486a-8231-10db2cca018e,57,225,click,2019-10-17 15:00:15.593501,paid search,
f7a80cec-364e-4a26-971d-720ea1cf05cd,49,662,click,2014-08-08 07:31:44.367725,referral,
871b9182-5a33-45d7-a0d8-92cced7fdb74,33,2606,click,2017-01-24 11:47:49.289732,social media,
46596a1b-41f6-42ad-bf6e-aded97687951,87,53,click,2018-11-30 15:22:19.313716,paid search,
c371d365-be12-4af9-bc7d-d65cd9e01454,28,7571,click,2023-06-24 05:47:53.875473,social media,
609ffe68-ad39-4ca5-b33b-e80afac27b83,4,4694,click,2019-02-27 11:20:11.144163,paid search,
70403519-acbc-4305-860b-b8e756e70270,45,3801,click,2015-02-25 07:15:24.040568,paid search,
a7c45b3a-8f54-4dc8-8dbf-e6ab28097293,18,6212,click,2017-01-16 07:04:46.857645,paid search,
931bc695-85b1-4f9d-ba42-145b7b4078f1,94,1270,click,2020-10-31 19:40:43.006713,referral,
63d034f1-2eaa-4bc2-9276-3bb2332e3989,25,5001,click,2023-04-16 17:30:27.814598,referral,
f1969d2e-bd80-4cc1-9037-ff2b8d0a1a29,62,4300,click,2017-11-14 08:26:48.940559,referral,
aad63bfc-4b50-44d0-b59c-0e2e5cf1fe5b,22,4007,click,2013-11-07 22:04:46.673441,social media,
76ef4571-0996-4c55-9949-e0499a172db4,73,7836,click,2024-05-15 14:45:57.588851,referral,
e19117c6-5f9f-4796-a341-a65ce3bfc5f6,62,1912,click,2017-11-10 05:23:22.347572,paid search,
02a482c2-a2a5-490a-b865-c677d174a6c5,13,7828,click,2021-04-27 02:56:55.315515,paid search,
1a78ab61-6654-4a81-a2f0-e487365f843c,2,1343,click,2024-05-02 09:44:00.500638,paid search,
44df21e3-c2ed-4961-abba-03728a145969,74,5966,click,2021-11-15 23:27:18.275883,referral,
e9b46dbd-4216-465d-9ce5-046cf0aab5c5,93,6839,click,2014-07-20 07:37:15.678226,social media,
5473c00b-8849-4ede-b74a-a4dc3f371daa,30,5430,click,2017-08-11 01:09:54.102273,social media,
9f73b8c1-6eab-4719-992e-76d07888e4af,26,404,click,2015-06-27 09:54:49.171966,paid search,
15761681-cf22-472d-ae1e-2a888da98d6d,52,2323,click,2014-04-26 19:29:55.286442,paid search,
c184831e-6fb5-4de5-927f-a2b766d99b8e,87,1740,click,2018-11-30 00:16:07.916143,paid search,
23963011-f036-4eb9-a20a-00cdbec4c743,88,7910,click,2013-09-16 23:33:54.802456,social media,
8f13619c-74b3-4819-97b9-e260633e152a,19,5178,click,2024-11-01 02:52:37.719442,paid search,
bfa4dbfe-28ca-4cea-a38f-b96055b43ca8,50,2497,click,2019-10-15 00:11:59.297674,social media,
a19dec8e-81a0-4cc3-b9ed-5616c9d5b583,27,7924,click,2022-02-11 18:53:35.666463,social media,
71d78532-bb2f-40d8-bba9-422fe2cb2cc2,57,4609,click,2019-08-25 02:22:38.734294,social media,
3931675d-cd4a-4083-ac5c-6a0223920007,73,219,click,2024-05-08 21:03:21.196388,referral,
cd684ba0-ff60-433a-ac08-3480f8cabb2e,42,856,click,2014-07-16 04:55:43.019607,referral,
60529abf-230d-4184-bbce-168d01489dac,91,4439,click,2019-05-07 06:12:29.476601,social media,
15aa72df-491b-4d24-8d54-9e2611d0f212,76,1052,click,2018-12-29 06:18:01.688031,social media,
1771a98c-f888-412b-bf03-1d433badc2a8,59,2506,click,2015-07-28 12:08:24.026084,social media,
71bcf687-3aaf-48f1-b6b9-53249d591806,12,7192,click,2023-11-27 00:49:00.973594,social media,
3fc5905f-1726-4845-af40-efe39323867a,96,4188,click,2013-06-16 01:03:09.668777,paid search,
7d80184d-184c-4509-93cf-920cf43d41cf,84,1698,click,2022-06-13 04:06:59.392153,social media,
e885de2c-352f-43f8-a702-67f13125c3c3,83,7698,click,2021-12-03 14:13:02.582153,paid search,
c0f26baa-5b46-45fb-a064-240fe7a04743,17,1221,click,2020-01-11 00:03:50.066094,referral,
83005ca0-025f-4182-99c9-76dbc1dbd3c0,66,744,click,2014-09-06 23:31:05.509041,referral,
aeb60adc-978a-4ef2-855a-6c93e2e9100e,66,3529,click,2014-09-19 11:47:21.883605,social media,
70ff2b73-4792-48a7-958e-6d30d053f930,84,5044,click,2022-06-24 17:09:43.153827,paid search,
42fc7773-c5e9-4e1a-9baf-7b9fcfba8ce1,9,415,click,2019-09-23 13:56:20.123903,referral,
7dadbe75-5dc5-4e91-9afc-a5c786306958,41,5173,click,2017-05-17 10:45:57.169078,social media,
221c027b-181b-4a1a-8bf2-3396eb054941,61,2316,click,2023-12-26 03:49:24.798029,paid search,
9f769b0c-0ccc-4d52-9eea-b67d7232fc7f,50,1055,click,2019-10-20 11:48:30.043097,paid search,
aac4cca0-ee62-4901-8813-da32d149ae68,83,4453,click,2021-11-01 12:49:11.295174,social media,
79068d1c-68a0-4134-a42f-7ebd082d105f,99,1805,click,2023-08-27 22:05:34.534950,referral,
cc76952b-9d5f-4387-bea0-403004a18354,100,5472,click,2018-09-09 12:51:25.433888,referral,
12aefec2-9a52-4fd8-81a4-57437769ef7c,69,1823,click,2022-12-25 10:29:38.926313,paid search,
33cc4516-d94b-4e84-b19e-2cc7865724af,8,337,click,2017-03-15 10:24:58.429977,referral,
58dfbc91-3dc9-44b0-9986-c153f71fcc4a,24,1364,click,2024-02-16 23:51:59.339822,social media,
51b3b83c-464f-4f98-b452-1dec6b9532e7,90,5104,click,2018-04-21 17:13:58.383355,paid search,
04a2afe1-9aec-4770-854e-174162128f15,39,1400,click,2015-06-07 02:04:26.032671,paid search,
ec3352d2-dffe-4e58-98c7-48d4c1f45092,70,1890,click,2022-04-30 12:50:03.828119,paid search,
24530264-1ad3-49c6-a82e-b6f73c3202b3,89,6502,click,2022-06-27 15:41:09.196795,referral,
7f3b24c3-9168-4217-a649-9b0bf4a97455,86,5751,click,2018-09-29 06:53:24.564079,social media,
40fd3f18-a20b-451e-993a-4a0489c20fa8,38,2827,click,2013-02-01 06:13:55.868606,paid search,
cdcbdab5-5ea2-4b64-892d-457abefb009b,1,45,click,2019-10-02 17:39:17.386154,paid search,
22f47352-ba1a-4225-8923-bc9d8fbc72af,11,4316,click,2013-07-10 22:46:02.913142,paid search,
ce174e82-03a9-422f-879a-1502fa1f376a,68,2135,click,2019-02-07 17:21:44.086241,referral,
571d34b3-3eb6-4aa6-b082-2eed8910da4b,76,7676,click,2019-01-05 06:48:35.561255,paid search,
c7a14c03-8a5e-4642-b1c9-950c4b0d3549,76,3793,click,2019-01-04 05:20:47.081105,social media,
871883d4-3aea-4b08-b57e-deccff58fc51,62,2271,click,2017-11-27 20:28:28.226416,paid search,
733c037f-2a30-4c15-8d8f-529619c431e0,95,2288,click,2017-06-26 03:12:23.223883,paid search,
4ba46093-71a9-4e67-b768-1ccc836bff25,12,7107,click,2023-12-16 04:52:49.295321,referral,
e92f3463-ee72-4441-81ec-ecbbe269e1e1,43,4149,click,2022-04-16 10:18:13.218460,social media,
0e8010e6-9598-486c-a12a-eb8124478ab1,33,6576,click,2017-03-08 08:49:16.194830,referral,
59c487f5-72b1-40b9-bde9-c3014b9ae6a3,85,5382,click,2022-10-11 10:36:11.971500,referral,
2ba71442-8d7f-4c0e-8b15-60c75e273807,42,7074,click,2014-07-09 01:25:38.630175,social media,
7f0a0c83-2794-452e-956d-1394a7e56ead,4,3580,click,2019-02-23 00:59:09.654134,paid search,
a47d07a5-8c1a-4b9e-b461-73efaa6de5c5,78,945,click,2020-04-03 13:54:07.231664,referral,
dc94ada2-f584-4a81-80fc-dd7e27dd6805,78,511,click,2020-04-11 12:31:53.265002,social media,
598e6700-8f24-4088-98b3-ee348bb92966,12,7262,click,2023-12-26 09:49:46.352899,referral,
8bfe3e04-4bb7-4f86-b67b-2f29ff052aff,75,201,click,2016-07-08 21:28:25.338105,referral,
570caca0-4c17-409e-9b68-71e19e497dff,62,2392,click,2017-11-24 08:54:30.145223,paid search,
5ecaf04f-fe8b-451c-be4d-088ec3498db7,4,7461,click,2019-02-21 22:10:08.524926,social media,
803c0ebe-174c-4e25-aad5-c2ccf3d28f2d,95,4231,click,2017-06-10 17:53:58.464048,social media,
944ad203-ddbf-44d5-8f8c-9e034689a81c,91,2519,click,2019-05-12 00:11:55.219590,social media,
09d0c147-8854-4cd1-9029-4c49e08c46e0,100,4938,click,2018-08-26 15:45:27.305205,referral,
0c19c367-2dc1-49a4-b1a6-7410cb4e8ffc,74,5906,click,2021-12-14 15:14:15.326926,referral,
3e24a81a-24e8-4b3d-ace1-e5925593e963,93,5094,click,2014-07-16 01:22:54.718072,social media,
8ba07aba-c83b-46d9-a057-1ad3c0f1a5e5,8,3049,click,2017-05-05 03:40:01.684886,paid search,
24f87cc9-5af8-482d-8aae-c66439a5693d,63,4564,click,2017-03-05 19:42:26.935720,referral,
dd87ff2d-e827-44d6-86e2-3ae04e801c35,5,5996,click,2015-09-12 08:00:38.788106,referral,
82feb81f-0d37-46bf-b74e-820845413bab,91,1310,click,2019-05-08 23:37:28.674147,referral,
f09f2e2e-0e55-41f3-9913-d972679e6a0f,14,3849,click,2018-12-11 03:23:07.038510,paid search,
0a804745-cb85-4231-8db8-c365977bb01d,90,2829,click,2018-04-18 16:13:05.410437,paid search,
291566d3-b360-44c1-ab69-d274dcf03325,91,2763,click,2019-05-09 21:09:50.319898,paid search,
695ac77a-3888-4d0b-9ef0-8fa1b692a66a,61,844,click,2023-12-31 01:29:48.638353,paid search,
104b805c-c599-4a78-afa0-25b9438123b8,55,268,click,2016-06-15 10:10:52.839642,paid search,
62ca3351-523e-474e-a266-fa294e419ed5,35,547,click,2013-12-06 02:09:07.130749,referral,
07ac0797-43af-40c2-b393-99deff2d4da2,73,517,click,2024-04-27 01:31:48.100807,paid search,
db2bf4d8-cb5e-4dde-95ab-985c3991c2f3,98,4822,click,2018-04-25 17:22:31.237861,referral,
4513b4c2-9ca7-410c-b41d-c480ac40defd,55,3154,click,2016-07-09 05:31:40.632905,referral,
5a81aed6-968d-4901-aa55-8956edca9a69,93,5682,click,2014-06-14 05:21:57.030312,social media,
f2d2e705-5bc3-468a-8044-6b7386e4ed76,46,609,click,2020-12-27 15:04:09.276287,referral,
214b16f3-49f3-42af-aee2-59a7f02e7645,56,5888,click,2022-12-17 09:52:58.025340,social media,
6dacc51d-3410-47e3-8a6f-7fcd924d4b13,14,235,click,2018-12-16 18:37:47.011754,referral,
6a98cb4d-fb28-4767-9508-174b610f7f7c,78,4192,click,2020-03-20 12:08:51.570466,referral,
41a8694a-8013-4694-9eab-b2541143f1e9,27,2078,click,2022-02-11 05:42:58.299686,paid search,
06ac0554-8cce-4de2-ae70-aa2f3e82593a,63,20,click,2017-03-17 01:59:49.954600,paid search,
d8cd68c3-70f1-4774-97cc-ccd34a90c55c,83,359,click,2021-11-11 04:04:09.520505,social media,
ca27176b-f3d9-4b4a-8666-9146cd4d12ec,32,1104,click,2017-08-19 15:59:17.781552,referral,
42d71eec-1e15-47c8-b4cf-833b265f3742,43,7571,click,2022-03-29 00:22:41.330572,referral,
5531e78a-8474-4e02-803d-b24bfd677fc8,99,6738,click,2023-09-22 15:30:28.488540,paid search,
5c31737b-f040-4f73-becb-2ea1c04fd774,66,1474,click,2014-08-28 06:07:59.891349,social media,
986a58ed-048b-47fe-acf5-ed26de7f9da6,7,4751,click,2018-01-05 06:26:30.517645,social media,
48b1f86c-4aa7-4b0b-8a2a-9df92227e8e9,16,1469,click,2013-03-28 07:59:42.632912,social media,
11936050-9b4e-4a88-a6ac-39f7c5ab21a5,67,5830,click,2018-11-14 19:27:43.078062,referral,
d11c6536-6fed-466a-92ba-0b8021b8e801,32,6757,click,2017-08-21 18:58:47.946785,referral,
671dee2d-1f44-4c64-a915-d3b72ab40b1c,51,7859,click,2015-05-22 07:41:24.493249,paid search,
0755880b-ec6c-4bcd-95c3-a3d92354d4a4,62,4918,click,2017-11-02 05:08:10.708148,social media,
76b0ed6f-0a62-46e4-b7f3-2989209f5f02,34,2861,click,2024-01-07 12:32:07.079525,social media,
50efdcc3-9d57-428d-ba15-7ca2ec0fe4f3,84,5945,click,2022-06-05 19:20:18.518268,social media,
cfff371b-64c0-43a3-9b07-126c8a26dbd5,53,1937,click,2013-09-08 21:06:21.762439,paid search,
8b6f924c-8470-4374-9e7f-668cd8b740a4,73,6338,click,2024-05-11 09:49:53.772354,social media,
5ede3b63-32da-4a49-8a62-1c502459e4a9,41,2829,click,2017-05-05 03:08:04.680851,referral,
b1ba3058-6fc0-4d31-a5d0-83c18133ffd2,46,7163,click,2020-12-01 06:00:35.651042,social media,
18ce8fd6-a80a-4388-b2ae-8dd368539538,53,4339,click,2013-08-23 04:44:52.080406,paid search,
f3c9d584-ab4b-4791-8911-bcaa359c8d80,92,7282,click,2021-08-12 08:24:52.980833,paid search,
759ad966-27d8-4603-a68f-1db83d7868db,18,5933,click,2017-01-22 02:55:22.785689,social media,
00701922-f609-4365-a7c1-7b0f8f5c3d96,5,669,click,2015-08-05 16:35:42.724969,referral,
215cc39f-ea5e-46cf-a778-8050e0c1f6b9,51,4565,click,2015-05-12 00:00:03.613667,referral,
f6f5b41c-a86a-4353-8c25-d005d351e8d3,100,2937,click,2018-09-20 05:14:14.547277,paid search,
1c35a4cb-e072-4606-983f-748c63558524,80,575,click,2013-06-25 05:27:27.353315,paid search,
c098d385-a6cd-4557-a180-64e8ca2fe4fd,3,1572,click,2013-03-08 01:49:59.066368,paid search,
d3bca2e6-6206-44db-9878-b8987eb9fdf6,77,5477,click,2024-07-26 15:23:45.657233,social media,
ac77dfa0-341e-4216-be50-e3aa922e3233,95,5172,click,2017-07-11 07:37:56.226425,paid search,
65a689c7-4732-43f8-88bb-27c3efe9ee27,33,1232,click,2017-02-22 08:01:09.820626,social media,
7745ad83-4691-4df8-9b7d-3317eddb7794,36,224,click,2020-07-05 20:48:45.930611,social media,
65873d4f-6242-4f11-a046-f7f876697c38,94,2461,click,2020-11-15 11:09:05.926190,referral,
36dc6a0d-1a5c-4dd6-be75-ceb884ea67cf,30,5048,click,2017-07-28 01:18:28.046019,social media,
d50cd399-4c2a-4f2e-a749-ec81138a76de,47,4228,click,2015-12-13 11:57:35.645222,social media,
ffbe7606-f88c-4403-944a-ecd5bf030181,99,727,click,2023-08-12 18:12:07.660253,paid search,
b2e8cf3a-e7a3-48dd-8d4a-de20c7344f86,38,3085,click,2012-12-16 20:55:12.705667,referral,
4957e025-e029-476e-bf9b-3e4a2ca6383b,51,4927,click,2015-05-09 09:23:34.171115,social media,
f49239d0-9c13-4139-80f4-512d0c2300df,83,7476,click,2021-12-16 08:09:43.447831,referral,
61dc0e60-7619-4cab-8cea-68f75e780653,54,2317,click,2014-01-23 08:11:24.462811,social media,
b8024388-cae0-4a35-b204-ba9304ecde63,15,6181,click,2024-03-08 19:11:39.918930,paid search,
fdc2ecb5-9600-4949-976d-3433d8ad2693,36,6891,click,2020-06-26 23:55:47.123429,referral,
ecad7a22-474f-4d5f-ac19-9cb728088f63,67,173,click,2018-11-04 18:34:43.775929,social media,
b1dbd3e5-7e40-4ed4-b21b-747f80b37333,78,2698,click,2020-03-19 16:40:29.122486,referral,
29eaa28f-b094-40e3-8c94-cfd79e91423a,86,1633,click,2018-11-26 17:45:49.137630,referral,
e8243b11-ad2e-4e54-902f-4df960b6379a,31,6591,click,2022-12-31 11:08:51.017500,referral,
a344c1fe-f3d8-4f91-b299-207ff13c3e55,97,7821,click,2015-01-06 06:29:15.073723,referral,
929156b2-6f67-416f-896c-aaa475425e58,77,5662,click,2024-07-30 11:46:12.082721,paid search,
2d6df197-11d2-4fa1-a1ea-1a22ec72a474,59,2565,click,2015-06-23 21:31:36.350512,social media,
4bc03d95-4369-4868-903b-0424bbe1fe26,24,4653,click,2024-02-19 14:20:23.969635,paid search,
4597a65d-1393-4dff-8969-cdb4e8121e66,50,1652,click,2019-10-16 03:48:46.601497,referral,
a964fe4c-453a-496b-8967-61321bc50012,9,1519,click,2019-09-14 11:54:55.287430,social media,
5d2a2293-cbeb-44d2-a028-0e1fa7c4be79,99,6314,click,2023-09-18 16:03:45.909406,paid search,
032d0aaa-14ad-4fa1-8fa9-e9525c33e409,20,7265,click,2016-04-06 04:45:19.084620,paid search,
0abbd096-c82e-4349-8f22-16794ba95abc,49,7686,click,2014-06-15 09:18:51.097449,referral,
b34a2b57-1af2-4a78-9ca4-3af28528a951,78,1839,click,2020-05-03 08:46:52.702634,referral,
bf88ab6e-61cf-4c0a-a25e-de3885247a25,25,7886,click,2023-04-05 16:41:05.678334,paid search,
da053e58-ac64-4da6-a63f-4af940df7d52,78,3805,click,2020-04-25 23:38:23.698935,social media,
90c78fbc-0a4f-4ffa-8e1e-e8e052de1c1b,42,3271,click,2014-07-11 15:31:16.303427,social media,
0b1ffb29-1000-43eb-af80-fd2a5da2fe79,13,3472,click,2021-04-22 20:35:13.787784,social media,
7312e5ae-8b50-4527-b2e4-0c227c7a2d9a,22,5247,click,2013-12-22 14:25:56.495643,referral,
79910e34-4903-4e80-8783-8678ecc31f5b,1,6774,click,2019-08-19 12:02:01.415199,social media,
f401b0ce-59c0-44af-a162-4d7d0a02155a,80,196,click,2013-08-02 13:01:20.010227,social media,
59eabf44-330a-46d1-946f-80b322fecbd3,10,2484,click,2020-03-16 08:51:36.370028,social media,
e5339d98-4000-43d9-85ac-613d3548026a,50,243,click,2019-10-21 04:00:56.017254,social media,
8782acc1-22cf-47c9-b730-cacc844b72fb,11,7676,click,2013-08-04 20:00:53.965226,referral,
b20b271d-33b4-4a41-a8a5-a48cd5e3dca0,24,7642,click,2024-02-20 06:04:40.340307,paid search,
ddef9d35-b26d-480f-a437-5327df6f3222,60,302,click,2020-01-16 01:19:17.807001,referral,
8ee3467c-c370-43a6-ad00-3ee51cc59b01,49,2387,click,2014-06-22 16:34:09.721241,paid search,
50d8907d-41b9-42a8-bfac-5dce496a92f2,9,2102,click,2019-08-24 08:50:51.806896,social media,
4902acbd-6ca6-4a13-af5a-3c4b978a27e6,88,5789,click,2013-10-31 08:31:58.095772,referral,
267e4ca3-aeba-42c1-bc90-c509d433ceb4,54,1560,click,2014-01-21 17:22:30.689271,paid search,
a680bdb0-db55-417c-93ab-8803f33945e6,94,3743,click,2020-12-18 06:48:32.348028,paid search,
e252c208-ba42-46c8-88fa-28bccc4eca09,93,7561,click,2014-05-29 12:42:43.480814,social media,
4478b857-2414-42ad-a0f0-e3975ffed178,92,3414,click,2021-08-13 10:05:20.737416,paid search,
3b32192c-3b04-4f7f-9055-47ce0d084444,13,3233,click,2021-05-08 23:13:00.385491,paid search,
048eebb5-d6db-4321-b4d8-41d2f2b75af2,11,5053,click,2013-06-26 08:03:22.773766,social media,
3b5c277f-9212-422a-8a9a-210331e0a007,78,3060,click,2020-04-28 13:32:36.729054,referral,
74df8c71-7250-4a65-b347-1642437ab2bd,16,2357,click,2013-03-14 23:00:00.125998,paid search,
95832374-5794-4d0b-98c0-7af7edc6ab64,39,6993,click,2015-06-10 05:14:58.071115,social media,
91727765-3c50-471c-9de3-8a9b66c96d10,57,5548,click,2019-10-05 13:04:19.710059,social media,
60fa4ec2-a220-423a-bf6f-b29034a69140,15,7895,click,2024-03-04 16:33:09.502612,social media,
433b1dd4-eae8-4637-9601-8e5ab42f8109,82,1597,click,2021-04-29 23:02:38.013563,referral,
c39058e9-6015-4141-af93-3a925a38e40c,47,2225,click,2015-11-08 04:31:40.752967,social media,
2dcfaa5a-184e-4f84-90d8-7b0e4ce23f8f,84,151,click,2022-06-15 11:21:41.035111,paid search,
6292c7e4-2b3b-44ed-bb6f-61487c08d3ef,29,2427,click,2017-12-10 22:06:30.263520,social media,
98b62137-cbe1-468d-9090-fbd4c57b98aa,73,7171,click,2024-03-24 00:24:40.644564,social media,
3fbfa53b-a9eb-4f60-8567-98d545c563dd,10,7083,click,2020-03-28 09:10:49.509713,referral,
8067f641-7a33-4202-bd64-e666fd550322,68,3736,click,2019-01-09 13:03:28.727052,referral,
c35ea0c3-c3ef-424f-8382-7519c40d11da,12,5340,click,2023-12-10 03:10:54.050098,social media,
ee28821e-6e4a-4e00-880a-6e879d1447e1,81,4254,click,2017-12-26 13:46:10.164823,paid search,
10d102e5-acd0-409a-9799-666f9e77750b,42,2180,click,2014-07-24 08:20:05.000352,social media,
3d00ff6b-bf90-4513-8884-d7c7cf86a4ff,9,299,click,2019-10-18 10:39:52.254968,referral,
9576910a-15ae-4974-b34e-d5a23ef7e139,11,5849,click,2013-07-26 17:34:58.125233,social media,
8d1ec24c-dfa3-4397-88d7-1b81fd940591,73,3183,click,2024-05-07 21:23:55.562288,paid search,
00588d80-5f93-4e12-b7e7-7f98248943b9,24,326,click,2024-02-23 00:52:59.341878,social media,
